,Session Title/Poster Group,Poster #,Presentation Time,Title,Author(s),Paper ID
170,,135,10:15,Object Tracking by Reconstruction With View-Specific Discriminative Correlation Filters,Uğur Kart; Alan Lukežič; Matej Kristan; Joni-Kristian Kämäräinen; Jiří Matas,743
171,,136,10:15,SoPhie: An Attentive GAN for Predicting Paths Compliant to Social and Physical Constraints,Amir Sadeghian; Vineet Kosaraju; Ali Sadeghian; Noriaki Hirose; Hamid Rezatofighi; Silvio Savarese,992
172,,137,10:15,Leveraging Shape Completion for 3D Siamese Tracking,Silvio Giancola; Jesus Zarzar; Bernard Ghanem,1103
173,,138,10:15,Target-Aware Deep Tracking,Xin Li; Chao Ma; Baoyuan Wu; Zhenyu He; Ming-Hsuan Yang,1225
174,,139,10:15,Spatiotemporal CNN for Video Object Segmentation,Kai Xu; Longyin Wen; Guorong Li; Liefeng Bo; Qingming Huang,1258
175,,140,10:15,Towards Rich Feature Discovery With Class Activation Maps Augmentation for Person Re-Identification,Wenjie Yang; Houjing Huang; Zhang Zhang; Xiaotang Chen; Kaiqi Huang; Shu Zhang,1335
176,Synthesis,141,10:15,Wide-Context Semantic Image Extrapolation,Yi Wang; Xin Tao; Xiaoyong Shen; Jiaya Jia,577
177,,142,10:15,End-To-End Time-Lapse Video Synthesis From a Single Outdoor Image,Seonghyeon Nam; Chongyang Ma; Menglei Chai; William Brendel; Ning Xu; Seon Joo Kim,673
178,,143,10:15,GIF2Video: Color Dequantization and Temporal Interpolation of GIF Images,Yang Wang; Haibin Huang; Chuan Wang; Tong He; Jue Wang; Minh Hoai,710
179,,144,10:15,Mode Seeking Generative Adversarial Networks for Diverse Image Synthesis,Qi Mao; Hsin-Ying Lee; Hung-Yu Tseng; Siwei Ma; Ming-Hsuan Yang,869
180,,145,10:15,Pluralistic Image Completion,Chuanxia Zheng; Tat-Jen Cham; Jianfei Cai,963
181,,146,10:15,Salient Object Detection With Pyramid Attention and Salient Edges,Wenguan Wang; Shuyang Zhao; Jianbing Shen; Steven C. H. Hoi; Ali Borji,1005
182,,147,10:15,Latent Filter Scaling for Multimodal Unsupervised Image-To-Image Translation,Yazeed Alharbi; Neil Smith; Peter Wonka,1038
183,,148,10:15,Attention-Aware Multi-Stroke Style Transfer,Yuan Yao; Jianqiang Ren; Xuansong Xie; Weidong Liu; Yong-Jin Liu; Jun Wang,1040
184,,149,10:15,Feedback Adversarial Learning: Spatial Feedback for Improving Generative Adversarial Networks,Minyoung Huh; Shao-Hua Sun; Ning Zhang,1111
185,,150,10:15,Learning Pyramid-Context Encoder Network for High-Quality Image Inpainting,Yanhong Zeng; Jianlong Fu; Hongyang Chao; Baining Guo,1127
186,,151,10:15,Example-Guided Style-Consistent Image Synthesis From Semantic Labeling,Miao Wang; Guo-Ye Yang; Ruilong Li; Run-Ze Liang; Song-Hai Zhang; Peter M. Hall; Shi-Min Hu,1135
187,,152,10:15,MirrorGAN: Learning Text-To-Image Generation by Redescription,Tingting Qiao; Jing Zhang; Duanqing Xu; Dacheng Tao,1166
188,Computational Photography & Graphics,153,10:15,Light Field Messaging With Deep Photographic Steganography,Eric Wengrowski; Kristin Dana,270
189,,154,10:15,Im2Pencil: Controllable Pencil Illustration From Photographs,Yijun Li; Chen Fang; Aaron Hertzmann; Eli Shechtman; Ming-Hsuan Yang,719
190,,155,10:15,When Color Constancy Goes Wrong: Correcting Improperly White-Balanced Images,Mahmoud Afifi; Brian Price; Scott Cohen; Michael S. Brown,797
191,,156,10:15,Beyond Volumetric Albedo — A Surface Optimization Framework for Non-Line-Of-Sight Imaging,Chia-Yin Tsai; Aswin C. Sankaranarayanan; Ioannis Gkioulekas,856
192,,157,10:15,Reflection Removal Using a Dual-Pixel Sensor,Abhijith Punnappurath; Michael S. Brown,859
193,,158,10:15,Practical Coding Function Design for Time-Of-Flight Imaging,Felipe Gutierrez-Barragan; Syed Azer Reza; Andreas Velten; Mohit Gupta,1060
194,,159,10:15,Meta-SR: A Magnification-Arbitrary Network for Super-Resolution,Xuecai Hu; Haoyuan Mu; Xiangyu Zhang; Zilei Wang; Tieniu Tan; Jian Sun,1227
195,Low-Level & Optimization,160,10:15,Multispectral and Hyperspectral Image Fusion by MS/HS Fusion Net,Qi Xie; Minghao Zhou; Qian Zhao; Deyu Meng; Wangmeng Zuo; Zongben Xu,60
196,,161,10:15,Learning Attraction Field Representation for Robust Line Segment Detection,Nan Xue; Song Bai; Fudong Wang; Gui-Song Xia; Tianfu Wu; Liangpei Zhang,145
197,,162,10:15,Blind Super-Resolution With Iterative Kernel Correction,Jinjin Gu; Hannan Lu; Wangmeng Zuo; Chao Dong,219
198,,163,10:15,Video Magnification in the Wild Using Fractional Anisotropy in Temporal Distribution,Shoichiro Takeda; Yasunori Akagi; Kazuki Okami; Megumi Isogai; Hideaki Kimata,435
199,,164,10:15,Attentive Feedback Network for Boundary-Aware Salient Object Detection,Mengyang Feng; Huchuan Lu; Errui Ding,438
200,,165,10:15,Heavy Rain Image Restoration: Integrating Physics Model and Conditional Adversarial Learning,Ruoteng Li; Loong-Fah Cheong; Robby T. Tan,444
201,,166,10:15,Learning to Calibrate Straight Lines for Fisheye Image Rectification,Zhucun Xue; Nan Xue; Gui-Song Xia; Weiming Shen,515
202,,167,10:15,Camera Lens Super-Resolution,Chang Chen; Zhiwei Xiong; Xinmei Tian; Zheng-Jun Zha; Feng Wu,584
203,,168,10:15,Frame-Consistent Recurrent Video Deraining With Dual-Level Flow,Wenhan Yang; Jiaying Liu; Jiashi Feng,586
204,,169,10:15,Deep Plug-And-Play Super-Resolution for Arbitrary Blur Kernels,Kai Zhang; Wangmeng Zuo; Lei Zhang,675
205,,170,10:15,Sea-Thru: A Method for Removing Water From Underwater Images,Derya Akkaynak; Tali Treibitz,695
206,,171,10:15,Deep Network Interpolation for Continuous Imagery Effect Transition,Xintao Wang; Ke Yu; Chao Dong; Xiaoou Tang; Chen Change Loy,740
207,,172,10:15,Spatially Variant Linear Representation Models for Joint Filtering,Jinshan Pan; Jiangxin Dong; Jimmy S. Ren; Liang Lin; Jinhui Tang; Ming-Hsuan Yang,759
208,,173,10:15,Toward Convolutional Blind Denoising of Real Photographs,Shi Guo; Zifei Yan; Kai Zhang; Wangmeng Zuo; Lei Zhang,916
209,,174,10:15,Towards Real Scene Super-Resolution With Raw Images,Xiangyu Xu; Yongrui Ma; Wenxiu Sun,921
210,,175,10:15,ODE-Inspired Network Design for Single Image Super-Resolution,Xiangyu He; Zitao Mo; Peisong Wang; Yang Liu; Mingyuan Yang; Jian Cheng,1034
211,,176,10:15,Blind Image Deblurring With Local Maximum Gradient Prior,Liang Chen; Faming Fang; Tingting Wang; Guixu Zhang,1075
212,,177,10:15,Attention-Guided Network for Ghost-Free High Dynamic Range Imaging,Qingsen Yan; Dong Gong; Qinfeng Shi; Anton van den Hengel; Chunhua Shen; Ian Reid; Yanning Zhang,1318
213,Scenes & Representation,178,10:15,Searching for a Robust Neural Architecture in Four GPU Hours,Xuanyi Dong; Yi Yang,80
214,,179,10:15,Hierarchy Denoising Recursive Autoencoders for 3D Scene Layout Prediction,Yifei Shi; Angel X. Chang; Zhelun Wu; Manolis Savva; Kai Xu,214
215,,180,10:15,Adaptively Connected Neural Networks,Guangrun Wang; Keze Wang; Liang Lin,242
216,,181,10:15,CrDoCo: Pixel-Level Domain Transfer With Cross-Domain Consistency,Yun-Chun Chen; Yen-Yu Lin; Ming-Hsuan Yang; Jia-Bin Huang,281
217,,182,10:15,Temporal Cycle-Consistency Learning,Debidatta Dwibedi; Yusuf Aytar; Jonathan Tompson; Pierre Sermanet; Andrew Zisserman,282
218,,183,10:15,Predicting Future Frames Using Retrospective Cycle GAN,Yong-Hoon Kwon; Min-Gyu Park,369
219,,184,10:15,Density Map Regression Guided Detection Network for RGB-D Crowd Counting and Localization,Dongze Lian; Jing Li; Jia Zheng; Weixin Luo; Shenghua Gao,390
220,,185,10:15,TAFE-Net: Task-Aware Feature Embeddings for Low Shot Learning,Xin Wang; Fisher Yu; Ruth Wang; Trevor Darrell; Joseph E. Gonzalez,440
221,,186,10:15,Learning Semantic Segmentation From Synthetic Data: A Geometrically Guided Input-Output Adaptation Approach,Yuhua Chen; Wen Li; Xiaoran Chen; Luc Van Gool,642
222,,187,10:15,Attentive Single-Tasking of Multiple Tasks,Kevis-Kokitsi Maninis; Ilija Radosavovic; Iasonas Kokkinos,651
223,,188,10:15,Deep Metric Learning to Rank,Fatih Cakir; Kun He; Xide Xia; Brian Kulis; Stan Sclaroff,718
224,,189,10:15,End-To-End Multi-Task Learning With Attention,Shikun Liu; Edward Johns; Andrew J. Davison,829
225,,190,10:15,Self-Supervised Learning via Conditional Motion Propagation,Xiaohang Zhan; Xingang Pan; Ziwei Liu; Dahua Lin; Chen Change Loy,1097
226,,191,10:15,Bridging Stereo Matching and Optical Flow via Spatiotemporal Correspondence,Hsueh-Ying Lai; Yi-Hsuan Tsai; Wei-Chen Chiu,1173
227,,192,10:15,All About Structure: Adapting Structural Information Across Domains for Boosting Semantic Segmentation,Wei-Lun Chang; Hui-Po Wang; Wen-Hsiao Peng; Wei-Chen Chiu,1176
228,,193,10:15,Iterative Reorganization With Weak Spatial Constraints: Solving Arbitrary Jigsaw Puzzles for Unsupervised Representation Learning,Chen Wei; Lingxi Xie; Xutong Ren; Yingda Xia; Chi Su; Jiaying Liu; Qi Tian; Alan L. Yuille,1199
229,,194,10:15,Revisiting Self-Supervised Visual Representation Learning,Alexander Kolesnikov; Xiaohua Zhai; Lucas Beyer,1306
230,Language & Reasoning,195,10:15,It's Not About the Journey; It's About the Destination: Following Soft Paths Under Question-Guidance for Visual Reasoning,Monica Haurilet; Alina Roitberg; Rainer Stiefelhagen,31
231,,196,10:15,Actively Seeking and Learning From Live Data,Damien Teney; Anton van den Hengel,340
232,,197,10:15,Improving Referring Expression Grounding With Cross-Modal Attention-Guided Erasing,Xihui Liu; Zihao Wang; Jing Shao; Xiaogang Wang; Hongsheng Li,409
233,,198,10:15,Neighbourhood Watch: Referring Expression Comprehension via Language-Guided Graph Attention Networks,Peng Wang; Qi Wu; Jiewei Cao; Chunhua Shen; Lianli Gao; Anton van den Hengel,598
234,,199,10:15,Scene Graph Generation With External Knowledge and Image Reconstruction,Jiuxiang Gu; Handong Zhao; Zhe Lin; Sheng Li; Jianfei Cai; Mingyang Ling,622
235,,200,10:15,Polysemous Visual-Semantic Embedding for Cross-Modal Retrieval,Yale Song; Mohammad Soleymani,674
236,,201,10:15,MUREL: Multimodal Relational Reasoning for Visual Question Answering,Remi Cadene; Hedi Ben-younes; Matthieu Cord; Nicolas Thome,846
237,,202,10:15,Heterogeneous Memory Enhanced Multimodal Attention Model for Video Question Answering,Chenyou Fan; Xiaofan Zhang; Shu Zhang; Wensheng Wang; Chi Zhang; Heng Huang,1022
238,,203,10:15,Information Maximizing Visual Question Generation,Ranjay Krishna; Michael Bernstein; Li Fei-Fei,1151
239,,204,10:15,Learning to Detect Human-Object Interactions With Knowledge,Bingjie Xu; Yongkang Wong; Junnan Li; Qi Zhao; Mohan S. Kankanhalli,1235
240,,205,10:15,Learning Words by Drawing Images,Dídac Surís; Adrià Recasens; David Bau; David Harwath; James Glass; Antonio Torralba,1298
241,,206,10:15,Factor Graph Attention,Idan Schwartz; Seunghak Yu; Tamir Hazan; Alexander G. Schwing,5401
242,"Applications, Medical, & Robotics",207,10:15,Reducing Uncertainty in Undersampled MRI Reconstruction With Active Acquisition,Zizhao Zhang; Adriana Romero; Matthew J. Muckley; Pascal Vincent; Lin Yang; Michal Drozdzal,329
243,,208,10:15,ESIR: End-To-End Scene Text Recognition via Iterative Image Rectification,Fangneng Zhan; Shijian Lu,389
244,,209,10:15,ROI-10D: Monocular Lifting of 2D Detection to 6D Pose and Metric Shape,Fabian Manhardt; Wadim Kehl; Adrien Gaidon,545
245,,210,10:15,Collaborative Learning of Semi-Supervised Segmentation and Classification for Medical Images,Yi Zhou; Xiaodong He; Lei Huang; Li Liu; Fan Zhu; Shanshan Cui; Ling Shao,810
246,,211,10:15,Biologically-Constrained Graphs for Global Connectomics Reconstruction,Brian Matejek; Daniel Haehn; Haidong Zhu; Donglai Wei; Toufiq Parag; Hanspeter Pfister,949
247,,212,10:15,P3SGD: Patient Privacy Preserving SGD for Regularizing Deep CNNs in Pathological Image Classification,Bingzhe Wu; Shiwan Zhao; Guangyu Sun; Xiaolu Zhang; Zhong Su; Caihong Zeng; Zhihong Liu,974
248,,213,10:15,Elastic Boundary Projection for 3D Medical Image Segmentation,Tianwei Ni; Lingxi Xie; Huangjie Zheng; Elliot K. Fishman; Alan L. Yuille,1070
249,,214,10:15,SIXray: A Large-Scale Security Inspection X-Ray Benchmark for Prohibited Item Discovery in Overlapping Images,Caijing Miao; Lingxi Xie; Fang Wan; Chi Su; Hongye Liu; Jianbin Jiao; Qixiang Ye,1195
250,,215,10:15,Noise2Void - Learning Denoising From Single Noisy Images,Alexander Krull; Tim-Oliver Buchholz; Florian Jug,5541
251,Recognition,18,13:30,Joint Discriminative and Generative Learning for Person Re-Identification,Zhedong Zheng; Xiaodong Yang; Zhiding Yu; Liang Zheng; Yi Yang; Jan Kautz,16
252,,19,13:35,Unsupervised Person Re-Identification by Soft Multilabel Learning,Hong-Xing Yu; Wei-Shi Zheng; Ancong Wu; Xiaowei Guo; Shaogang Gong; Jian-Huang Lai,522
253,,20,13:40,Learning Context Graph for Person Search,Yichao Yan; Qiang Zhang; Bingbing Ni; Wendong Zhang; Minghao Xu; Xiaokang Yang,2262
254,,21,13:48,Gradient Matching Generative Networks for Zero-Shot Learning,Mert Bulent Sariyildiz; Ramazan Gokberk Cinbis,220
255,,22,13:53,Doodle to Search: Practical Zero-Shot Sketch-Based Image Retrieval,Sounak Dey; Pau Riba; Anjan Dutta; Josep Lladós; Yi-Zhe Song,4499
256,,23,13:58,Zero-Shot Task Transfer,Arghya Pal; Vineeth N Balasubramanian,5230
257,,24,14:06,C-MIL: Continuation Multiple Instance Learning for Weakly Supervised Object Detection,Fang Wan; Chang Liu; Wei Ke; Xiangyang Ji; Jianbin Jiao; Qixiang Ye,906
258,,25,14:11,Weakly Supervised Learning of Instance Segmentation With Inter-Pixel Relations,Jiwoon Ahn; Sunghyun Cho; Suha Kwak,2973
259,,26,14:16,Attention-Based Dropout Layer for Weakly Supervised Object Localization,Junsuk Choe; Hyunjung Shim,3916
260,,27,14:24,Domain Generalization by Solving Jigsaw Puzzles,Fabio M. Carlucci; Antonio D'Innocente; Silvia Bucci; Barbara Caputo; Tatiana Tommasi,1019
261,,28,14:29,Transferrable Prototypical Networks for Unsupervised Domain Adaptation,Yingwei Pan; Ting Yao; Yehao Li; Yu Wang; Chong-Wah Ngo; Tao Mei,3628
262,,29,14:34,Blending-Target Domain Adaptation by Adversarial Meta-Adaptation Networks,Ziliang Chen; Jingyu Zhuang; Xiaodan Liang; Liang Lin,1182
263,,30,14:42,ELASTIC: Improving CNNs With Dynamic Scaling Policies,Huiyu Wang; Aniruddha Kembhavi; Ali Farhadi; Alan L. Yuille; Mohammad Rastegari,1113
264,,31,14:47,ScratchDet: Training Single-Shot Object Detectors From Scratch,Rui Zhu; Shifeng Zhang; Xiaobo Wang; Longyin Wen; Hailin Shi; Liefeng Bo; Tao Mei,1782
265,,32,14:52,SFNet: Learning Object-Aware Semantic Correspondence,Junghyup Lee; Dohyung Kim; Jean Ponce; Bumsub Ham,3294
266,,33,15:00,Deep Metric Learning Beyond Binary Supervision,Sungyeon Kim; Minkyo Seo; Ivan Laptev; Minsu Cho; Suha Kwak,1294
267,,34,15:05,Learning to Cluster Faces on an Affinity Graph,Lei Yang; Xiaohang Zhan; Dapeng Chen; Junjie Yan; Chen Change Loy; Dahua Lin,1510
268,,35,15:10,C2AE: Class Conditioned Auto-Encoder for Open-Set Recognition,Poojan Oza; Vishal M. Patel,1610
269,Synthesis,118,13:30,Shapes and Context: In-The-Wild Image Synthesis & Manipulation,Aayush Bansal; Yaser Sheikh; Deva Ramanan,1426
270,,119,13:35,Semantics Disentangling for Text-To-Image Generation,Guojun Yin; Bin Liu; Lu Sheng; Nenghai Yu; Xiaogang Wang; Jing Shao,462
271,,120,13:40,Semantic Image Synthesis With Spatially-Adaptive Normalization,Taesung Park; Ming-Yu Liu; Ting-Chun Wang; Jun-Yan Zhu,2072
272,,121,13:48,Progressive Pose Attention Transfer for Person Image Generation,Zhen Zhu; Tengteng Huang; Baoguang Shi; Miao Yu; Bofei Wang; Xiang Bai,609
273,,122,13:53,Unsupervised Person Image Generation With Semantic Parsing Transformation,Sijie Song; Wei Zhang; Jiaying Liu; Tao Mei,3269
274,,123,13:58,DeepView: View Synthesis With Learned Gradient Descent,John Flynn; Michael Broxton; Paul Debevec; Matthew DuVall; Graham Fyffe; Ryan Overbeck; Noah Snavely; Richard Tucker,2439
275,,124,14:06,Animating Arbitrary Objects via Deep Motion Transfer,Aliaksandr Siarohin; Stéphane Lathuilière; Sergey Tulyakov; Elisa Ricci; Nicu Sebe,4908
276,,125,14:11,Textured Neural Avatars,Aliaksandra Shysheya; Egor Zakharov; Kara-Ali Aliev; Renat Bashirov; Egor Burkov; Karim Iskakov; Aleksei Ivakhnenko; Yury Malkov; Igor Pasechnik; Dmitry Ulyanov; Alexander Vakhitov; Victor Lempitsky,5428
277,,126,14:16,IM-Net for High Resolution Video Frame Interpolation,Tomer Peleg; Pablo Szekely; Doron Sabo; Omry Sendik,3190
278,,127,14:24,Homomorphic Latent Space Interpolation for Unpaired Image-To-Image Translation,Ying-Cong Chen; Xiaogang Xu; Zhuotao Tian; Jiaya Jia,1240
279,,128,14:29,Multi-Channel Attention Selection GAN With Cascaded Semantic Guidance for Cross-View Image Translation,Hao Tang; Dan Xu; Nicu Sebe; Yanzhi Wang; Jason J. Corso; Yan Yan,3069
280,,129,14:34,Geometry-Consistent Generative Adversarial Networks for One-Sided Unsupervised Domain Mapping,Huan Fu; Mingming Gong; Chaohui Wang; Kayhan Batmanghelich; Kun Zhang; Dacheng Tao,4341
281,,130,14:42,DeepVoxels: Learning Persistent 3D Feature Embeddings,Vincent Sitzmann; Justus Thies; Felix Heide; Matthias Nießner; Gordon Wetzstein; Michael Zollhöfer,3521
282,,131,14:47,Inverse Path Tracing for Joint Material and Lighting Estimation,Dejan Azinović; Tzu-Mao Li; Anton Kaplanyan; Matthias Nießner,5944
283,,132,14:52,The Visual Centrifuge: Model-Free Layered Video Representations,Jean-Baptiste Alayrac; João Carreira; Andrew Zisserman,4057
284,,133,15:00,Label-Noise Robust Generative Adversarial Networks,Takuhiro Kaneko; Yoshitaka Ushiku; Tatsuya Harada,5720
285,,134,15:05,DLOW: Domain Flow for Adaptation and Generalization,Rui Gong; Wen Li; Yuhua Chen; Luc Van Gool,5766
286,,135,15:10,CollaGAN: Collaborative GAN for Missing Image Data Imputation,Dongwook Lee; Junyoung Kim; Won-Jin Moon; Jong Chul Ye,6970
287,Scenes & Representation,166,13:30,d-SNE: Domain Adaptation Using Stochastic Neighborhood Embedding,Xiang Xu; Xiong Zhou; Ragav Venkatesan; Gurumurthy Swaminathan; Orchid Majumder,6592
288,,167,13:35,Taking a Closer Look at Domain Shift: Category-Level Adversaries for Semantics Consistent Domain Adaptation,Yawei Luo; Liang Zheng; Tao Guan; Junqing Yu; Yi Yang,197
289,,168,13:40,ADVENT: Adversarial Entropy Minimization for Domain Adaptation in Semantic Segmentation,Tuan-Hung Vu; Himalaya Jain; Maxime Bucher; Matthieu Cord; Patrick Pérez,396
290,,169,13:48,ContextDesc: Local Descriptor Augmentation With Cross-Modality Context,Zixin Luo; Tianwei Shen; Lei Zhou; Jiahui Zhang; Yao Yao; Shiwei Li; Tian Fang; Long Quan,325
291,,170,13:53,Large-Scale Long-Tailed Recognition in an Open World,Ziwei Liu; Zhongqi Miao; Xiaohang Zhan; Jiayun Wang; Boqing Gong; Stella X. Yu,556
292,,171,13:58,AET vs. AED: Unsupervised Representation Learning by Auto-Encoding Transformations Rather Than Data,Liheng Zhang; Guo-Jun Qi; Liqiang Wang; Jiebo Luo,5137
293,,172,14:06,SDC – Stacked Dilated Convolution: A Unified Descriptor Network for Dense Matching Tasks,René Schuster; Oliver Wasenmüller; Christian Unger; Didier Stricker,576
294,,173,14:11,Learning Correspondence From the Cycle-Consistency of Time,Xiaolong Wang; Allan Jabri; Alexei A. Efros,2746
295,,174,14:16,AE2-Nets: Autoencoder in Autoencoder Networks,Changqing Zhang; Yeqing Liu; Huazhu Fu,2131
296,,175,14:24,Mitigating Information Leakage in Image Representations: A Maximum Entropy Approach,Proteek Chandan Roy; Vishnu Naresh Boddeti,1655
297,,176,14:29,Learning Spatial Common Sense With Geometry-Aware Recurrent Networks,Hsiao-Yu Fish Tung; Ricson Cheng; Katerina Fragkiadaki,3877
298,,177,14:34,Structured Knowledge Distillation for Semantic Segmentation,Yifan Liu; Ke Chen; Chris Liu; Zengchang Qin; Zhenbo Luo; Jingdong Wang,3147
299,,178,14:42,Scan2CAD: Learning CAD Model Alignment in RGB-D Scans,Armen Avetisyan; Manuel Dahnert; Angela Dai; Manolis Savva; Angel X. Chang; Matthias Nießner,977
300,,179,14:47,Towards Scene Understanding: Unsupervised Monocular Depth Estimation With Semantic-Aware Representation,Po-Yi Chen; Alexander H. Liu; Yen-Cheng Liu; Yu-Chiang Frank Wang,2799
301,,180,14:52,Tell Me Where I Am: Object-Level Scene Context Prediction,Xiaotian Qiao; Quanlong Zheng; Ying Cao; Rynson W.H. Lau,3107
