,Paper ID,Title,Author(s)
722,778,"Finding ""It"": Weakly-Supervised Reference-Aware Visual Grounding in Instructional Videos",De-An Huang ; Shyamal Buch ; Lucio Dery ; Animesh Garg ; Li Fei-Fei ; Juan Carlos Niebles 
723,1458,Actor and Action Video Segmentation From a Sentence,Kirill Gavrilyuk ; Amir Ghodrati ; Zhenyang Li ; Cees G. M. Snoek 
724,3516,Egocentric Activity Recognition on a Budget,Rafael Possas ; Sheila Pinto Caceres ; Fabio Ramos 
725,1249,CNN in MRF: Video Object Segmentation via Inference in a CNN-Based Higher-Order Spatio-Temporal MRF,Linchao Bao ; Baoyuan Wu ; Wei Liu 
726,1284,Action Sets: Weakly Supervised Action Segmentation Without Ordering Constraints,Alexander Richard ; Hilde Kuehne ; Juergen Gall 
727,1317,Low-Latency Video Semantic Segmentation,Yule Li ; Jianping Shi ; Dahua Lin 
728,668,Fine-Grained Video Captioning for Sports Narrative,Huanyu Yu ; Shuo Cheng ; Bingbing Ni ; Minsi Wang ; Jian Zhang ; Xiaokang Yang 
729,2113,End-to-End Learning of Motion Representation for Video Understanding,Lijie Fan ; Wenbing Huang ; Chuang Gan ; Stefano Ermon ; Boqing Gong ; Junzhou Huang 
730,3006,Compressed Video Action Recognition,Chao-Yuan Wu ; Manzil Zaheer ; Hexiang Hu ; R. Manmatha ; Alexander J. Smola ; Philipp KrÃ¤henbÃ¼hl 
731,3817,Features for Multi-Target Multi-Camera Tracking and Re-Identification,Ergys Ristani ; Carlo Tomasi 
732,1063,AVA: A Video Dataset of Spatio-Temporally Localized Atomic Visual Actions,Chunhui Gu ; Chen Sun ; David A. Ross ; Carl Vondrick ; Caroline Pantofaru ; Yeqing Li ; Sudheendra Vijayanarasimhan ; George Toderici ; Susanna Ricco ; Rahul Sukthankar ; Cordelia Schmid ; Jitendra Malik 
733,2261,Who's Better? Who's Best? Pairwise Deep Ranking for Skill Determination,Hazel Doughty ; Dima Damen ; Walterio Mayol-Cuevas 
734,3292,MX-LSTM: Mixing Tracklets and Vislets to Jointly Forecast Trajectories and Head Poses,Irtiza Hasan ; Francesco Setti ; Theodore Tsesmelis ; Alessio Del Bue io Galasso ; Marco Cristani 
735,1163,Bottom-Up and Top-Down Attention for Image Captioning and Visual Question Answering,Peter Anderson ; Xiaodong He ; Chris Buehler ; Damien Teney ; Mark Johnson ; Stephen Gould ; Lei Zhang 
736,3586,Improved Fusion of Visual and Language Representations by Dense Symmetric Co-Attention for Visual Question Answering,Duy-Kien Nguyen ; Takayuki Okatani 
737,3275,FlipDial: A Generative Model for Two-Way Visual Dialogue,Daniela Massiceti ; N. Siddharth ; Puneet K. Dokania ; Philip H.S. Torr 
738,185,Are You Talking to Me? Reasoned Visual Dialog Generation Through Adversarial Learning,Qi Wu ; Peng Wang ; Chunhua Shen ; Ian Reid ; Anton van den Hengel 
739,811,Visual Question Generation as Dual Task of Visual Question Answering,Yikang Li ; Nan Duan ; Bolei Zhou ; Xiao Chu ; Wanli Ouyang ; Xiaogang Wang ; Ming Zhou 
740,1139,Unsupervised Textual Grounding: Linking Words to Image Concepts,Raymond A. Yeh ; Minh N. Do ; Alexander G. Schwing 
741,1240,Focal Visual-Text Attention for Visual Question Answering,Junwei Liang ; Lu Jiang ; Liangliang Cao ; Li-Jia Li ; Alexander G. Hauptmann 
742,1561,SeGAN: Segmenting and Generating the Invisible,Kiana Ehsani ; Roozbeh Mottaghi ; Ali Farhadi 
743,2603,Cascade R-CNN: Delving Into High Quality Object Detection,Zhaowei Cai ; Nuno Vasconcelos 
744,2801,Learning Semantic Concepts and Order for Image and Sentence Matching,Yan Huang ; Qi Wu ; Chunfeng Song ; Liang Wang 
745,471,Functional Map of the World,Gordon Christie ; Neil Fendley ; James Wilson ; Ryan Mukherjee 
746,836,MegDet: A Large Mini-Batch Object Detector,Chao Peng ; Tete Xiao ; Zeming Li ; Yuning Jiang ; Xiangyu Zhang ; Kai Jia ; Gang Yu ; Jian Sun 
747,2657,Learning Globally Optimized Object Detector via Policy Gradient,Yongming Rao ; Dahua Lin ; Jiwen Lu ; Jie Zhou 
748,2823,Photographic Text-to-Image Synthesis With a Hierarchically-Nested Adversarial Network,Zizhao Zhang ; Yuanpu Xie ; Lin Yang 
749,270,Illuminant Spectra-Based Source Separation Using Flash Photography,Zhuo Hui ; Kalyan Sunkavalli ; Sunil Hadap ; Aswin C. Sankaranarayanan 
750,3054,Trapping Light for Time of Flight,Ruilin Xu ; Mohit Gupta ; Shree K. Nayar 
751,2765,The Perception-Distortion Tradeoff,Yochai Blau ; Tomer Michaeli 
752,906,Label Denoising Adversarial Network (LDAN) for Inverse Lighting of Faces,Hao Zhou ; Jin Sun ; Yaser Yacoob ; David W. Jacobs 
753,1697,Optimal Structured Light Ã  La Carte,Parsa Mirdehghan ; Wenzheng Chen ; Kiriakos N. Kutulakos 
754,281,Tracking Multiple Objects Outside the Line of Sight Using Speckle Imaging,Brandon M. Smith ; Matthew O'Toole ; Mohit Gupta 
755,3977,Inferring Light Fields From Shadows,Manel Baradad ; Vickie Ye ; Adam B. Yedidia ; FrÃ©do Durand ; William T. Freeman ; Gregory W. Wornell ; Antonio Torralba 
756,2805,Modifying Non-Local Variations Across Multiple Views,Tal Tlusty ; Tomer Michaeli ; Tali Dekel ; Lihi Zelnik-Manor 
757,3970,Robust Video Content Alignment and Compensation for Rain Removal in a CNN Framework,Jie Chen ; Cheen-Hau Tan ; Junhui Hou ; Lap-Pui Chau ; He Li 
758,754,"SfSNet: Learning Shape, Reflectance and Illuminance of Faces `in the Wild'",Soumyadip Sengupta ; Angjoo Kanazawa ; Carlos D. Castillo ; David W. Jacobs 
759,1567,Deep Photo Enhancer: Unpaired Learning for Image Enhancement From Photographs With GANs,Yu-Sheng Chen ; Yu-Ching Wang ; Man-Hsin Kao ; Yung-Yu Chuang 
760,2344,LIME: Live Intrinsic Material Estimation,Abhimitra Meka ; Maxim Maximov ; Michael ZollhÃ¶fer ; Avishek Chatterjee ; Hans-Peter Seidel ; Christian Richardt ; Christian Theobalt 
761,878,Learning to Detect Features in Texture Images,Linguang Zhang ; Szymon Rusinkiewicz 
762,1969,Learning to Extract a Video Sequence From a Single Motion-Blurred Image,Meiguang Jin ; Givi Meishvili ; Paolo Favaro 
763,3329,Lose the Views: Limited Angle CT Reconstruction via Implicit Sinogram Completion,Rushil Anirudh ; Hyojin Kim ; Jayaraman J. Thiagarajan ; K. Aditya Mohan ; Kyle Champley ; Timo Bremer 
764,3482,A Common Framework for Interactive Texture Transfer,Yifang Men ; Zhouhui Lian ; Yingmin Tang ; Jianguo Xiao 
765,999,Im2Flow: Motion Hallucination From Static Images for Action Recognition,Ruohan Gao ; Bo Xiong ; Kristen Grauman 
766,778,"Finding ""It"": Weakly-Supervised Reference-Aware Visual Grounding in Instructional Videos",De-An Huang ; Shyamal Buch ; Lucio Dery ; Animesh Garg ; Li Fei-Fei ; Juan Carlos Niebles 
767,1458,Actor and Action Video Segmentation From a Sentence,Kirill Gavrilyuk ; Amir Ghodrati ; Zhenyang Li ; Cees G. M. Snoek 
768,3516,Egocentric Activity Recognition on a Budget,Rafael Possas ; Sheila Pinto Caceres ; Fabio Ramos 
769,1249,CNN in MRF: Video Object Segmentation via Inference in a CNN-Based Higher-Order Spatio-Temporal MRF,Linchao Bao ; Baoyuan Wu ; Wei Liu 
770,1284,Action Sets: Weakly Supervised Action Segmentation Without Ordering Constraints,Alexander Richard ; Hilde Kuehne ; Juergen Gall 
771,1317,Low-Latency Video Semantic Segmentation,Yule Li ; Jianping Shi ; Dahua Lin 
772,668,Fine-Grained Video Captioning for Sports Narrative,Huanyu Yu ; Shuo Cheng ; Bingbing Ni ; Minsi Wang ; Jian Zhang ; Xiaokang Yang 
773,2113,End-to-End Learning of Motion Representation for Video Understanding,Lijie Fan ; Wenbing Huang ; Chuang Gan ; Stefano Ermon ; Boqing Gong ; Junzhou Huang 
774,3006,Compressed Video Action Recognition,Chao-Yuan Wu ; Manzil Zaheer ; Hexiang Hu ; R. Manmatha ; Alexander J. Smola ; Philipp KrÃ¤henbÃ¼hl 
775,3817,Features for Multi-Target Multi-Camera Tracking and Re-Identification,Ergys Ristani ; Carlo Tomasi 
776,1063,AVA: A Video Dataset of Spatio-Temporally Localized Atomic Visual Actions,Chunhui Gu ; Chen Sun ; David A. Ross ; Carl Vondrick ; Caroline Pantofaru ; Yeqing Li ; Sudheendra Vijayanarasimhan ; George Toderici ; Susanna Ricco ; Rahul Sukthankar ; Cordelia Schmid ; Jitendra Malik 
777,2261,Who's Better? Who's Best? Pairwise Deep Ranking for Skill Determination,Hazel Doughty ; Dima Damen ; Walterio Mayol-Cuevas 
778,3292,MX-LSTM: Mixing Tracklets and Vislets to Jointly Forecast Trajectories and Head Poses,Irtiza Hasan ; Francesco Setti ; Theodore Tsesmelis ; Alessio Del Bue io Galasso ; Marco Cristani 
779,1163,Bottom-Up and Top-Down Attention for Image Captioning and Visual Question Answering,Peter Anderson ; Xiaodong He ; Chris Buehler ; Damien Teney ; Mark Johnson ; Stephen Gould ; Lei Zhang 
780,3586,Improved Fusion of Visual and Language Representations by Dense Symmetric Co-Attention for Visual Question Answering,Duy-Kien Nguyen ; Takayuki Okatani 
781,3275,FlipDial: A Generative Model for Two-Way Visual Dialogue,Daniela Massiceti ; N. Siddharth ; Puneet K. Dokania ; Philip H.S. Torr 
782,185,Are You Talking to Me? Reasoned Visual Dialog Generation Through Adversarial Learning,Qi Wu ; Peng Wang ; Chunhua Shen ; Ian Reid ; Anton van den Hengel 
783,811,Visual Question Generation as Dual Task of Visual Question Answering,Yikang Li ; Nan Duan ; Bolei Zhou ; Xiao Chu ; Wanli Ouyang ; Xiaogang Wang ; Ming Zhou 
784,1139,Unsupervised Textual Grounding: Linking Words to Image Concepts,Raymond A. Yeh ; Minh N. Do ; Alexander G. Schwing 
785,1240,Focal Visual-Text Attention for Visual Question Answering,Junwei Liang ; Lu Jiang ; Liangliang Cao ; Li-Jia Li ; Alexander G. Hauptmann 
786,1561,SeGAN: Segmenting and Generating the Invisible,Kiana Ehsani ; Roozbeh Mottaghi ; Ali Farhadi 
787,2603,Cascade R-CNN: Delving Into High Quality Object Detection,Zhaowei Cai ; Nuno Vasconcelos 
788,2801,Learning Semantic Concepts and Order for Image and Sentence Matching,Yan Huang ; Qi Wu ; Chunfeng Song ; Liang Wang 
789,471,Functional Map of the World,Gordon Christie ; Neil Fendley ; James Wilson ; Ryan Mukherjee 
790,836,MegDet: A Large Mini-Batch Object Detector,Chao Peng ; Tete Xiao ; Zeming Li ; Yuning Jiang ; Xiangyu Zhang ; Kai Jia ; Gang Yu ; Jian Sun 
791,2657,Learning Globally Optimized Object Detector via Policy Gradient,Yongming Rao ; Dahua Lin ; Jiwen Lu ; Jie Zhou 
792,2823,Photographic Text-to-Image Synthesis With a Hierarchically-Nested Adversarial Network,Zizhao Zhang ; Yuanpu Xie ; Lin Yang 
793,270,Illuminant Spectra-Based Source Separation Using Flash Photography,Zhuo Hui ; Kalyan Sunkavalli ; Sunil Hadap ; Aswin C. Sankaranarayanan 
794,3054,Trapping Light for Time of Flight,Ruilin Xu ; Mohit Gupta ; Shree K. Nayar 
795,2765,The Perception-Distortion Tradeoff,Yochai Blau ; Tomer Michaeli 
796,906,Label Denoising Adversarial Network (LDAN) for Inverse Lighting of Faces,Hao Zhou ; Jin Sun ; Yaser Yacoob ; David W. Jacobs 
797,1697,Optimal Structured Light Ã  La Carte,Parsa Mirdehghan ; Wenzheng Chen ; Kiriakos N. Kutulakos 
798,281,Tracking Multiple Objects Outside the Line of Sight Using Speckle Imaging,Brandon M. Smith ; Matthew O'Toole ; Mohit Gupta 
799,3977,Inferring Light Fields From Shadows,Manel Baradad ; Vickie Ye ; Adam B. Yedidia ; FrÃ©do Durand ; William T. Freeman ; Gregory W. Wornell ; Antonio Torralba 
800,2805,Modifying Non-Local Variations Across Multiple Views,Tal Tlusty ; Tomer Michaeli ; Tali Dekel ; Lihi Zelnik-Manor 
801,3970,Robust Video Content Alignment and Compensation for Rain Removal in a CNN Framework,Jie Chen ; Cheen-Hau Tan ; Junhui Hou ; Lap-Pui Chau ; He Li 
802,754,"SfSNet: Learning Shape, Reflectance and Illuminance of Faces `in the Wild'",Soumyadip Sengupta ; Angjoo Kanazawa ; Carlos D. Castillo ; David W. Jacobs 
803,1567,Deep Photo Enhancer: Unpaired Learning for Image Enhancement From Photographs With GANs,Yu-Sheng Chen ; Yu-Ching Wang ; Man-Hsin Kao ; Yung-Yu Chuang 
804,2344,LIME: Live Intrinsic Material Estimation,Abhimitra Meka ; Maxim Maximov ; Michael ZollhÃ¶fer ; Avishek Chatterjee ; Hans-Peter Seidel ; Christian Richardt ; Christian Theobalt 
805,878,Learning to Detect Features in Texture Images,Linguang Zhang ; Szymon Rusinkiewicz 
806,1969,Learning to Extract a Video Sequence From a Single Motion-Blurred Image,Meiguang Jin ; Givi Meishvili ; Paolo Favaro 
807,3329,Lose the Views: Limited Angle CT Reconstruction via Implicit Sinogram Completion,Rushil Anirudh ; Hyojin Kim ; Jayaraman J. Thiagarajan ; K. Aditya Mohan ; Kyle Champley ; Timo Bremer 
808,3482,A Common Framework for Interactive Texture Transfer,Yifang Men ; Zhouhui Lian ; Yingmin Tang ; Jianguo Xiao 
809,2946,AMNet: Memorability Estimation With Attention,Jiri Fajtl ; Vasileios Argyriou ; Dorothy Monekosso ; Paolo Remagnino 
810,3123,Blind Predicting Similar Quality Map for Image Quality Assessment,Da Pan ; Ping Shi ; Ming Hou ; Zefeng Ying ; Sizhe Fu ; Yuan Zhang 
811,421,Deep End-to-End Time-of-Flight Imaging,Shuochen Su ; Felix Heide ; Gordon Wetzstein ; Wolfgang Heidrich 
812,3751,Aperture Supervision for Monocular Depth Estimation,Pratul P. Srinivasan ; Rahul Garg ; Neal Wadhwa ; Ren Ng ; Jonathan T. Barron 
813,648,Seeing Temporal Modulation of Lights From Standard Cameras,Naoki Sakakibara ; Fumihiko Sakaue ; Jun Sato 
814,2162,Statistical Tomography of Microscopic Life,Aviad Levis ; Yoav Y. Schechner ; Ronen Talmon 
815,2165,Divide and Conquer for Full-Resolution Light Field Deblurring,M. R. Mahesh Mohan ; A. N. Rajagopalan 
816,3636,Multispectral Image Intrinsic Decomposition via Subspace Constraint,Qian Huang ; Weixin Zhu ; Yang Zhao ; Linsen Chen ; Yao Wang ; Tao Yue ; Xun Cao 
817,35,Improving Color Reproduction Accuracy on Cameras,Hakki Can Karaimer ; Michael S. Brown 
818,2648,A Closer Look at Spatiotemporal Convolutions for Action Recognition,Du Tran ; Heng Wang ; Lorenzo Torresani ; Jamie Ray ; Yann LeCun ; Manohar Paluri 
819,3118,Inferring Shared Attention in Social Scene Videos,Lifeng Fan ; Yixin Chen ; Ping Wei ; Wenguan Wang ; Song-Chun Zhu 
820,3241,Making Convolutional Networks Recurrent for Visual Sequence Learning,Xiaodong Yang ; Pavlo Molchanov ; Jan Kautz 
821,308,Real-World Anomaly Detection in Surveillance Videos,Waqas Sultani ; Chen Chen ; Mubarak Shah 
822,593,Viewpoint-Aware Attentive Multi-View Inference for Vehicle Re-Identification,Yi Zhou ; Ling Shao 
823,609,Efficient Video Object Segmentation via Network Modulation,Linjie Yang ; Yanran Wang ; Xuehan Xiong ; Jianchao Yang ; Aggelos K. Katsaggelos 
824,1522,Weakly-Supervised Action Segmentation With Iterative Soft Boundary Assignment,Li Ding ; Chenliang Xu 
825,3818,Depth-Aware Stereo Video Retargeting,Bing Li ; Chia-Wen Lin ; Boxin Shi ; Tiejun Huang ; Wen Gao ; C.-C. Jay Kuo 
826,121,Instance Embedding Transfer to Unsupervised Video Object Segmentation,Siyang Li ; Bryan Seybold ; Alexey Vorobyov ; Alireza Fathi ; Qin Huang ; C.-C. Jay Kuo 
827,429,Future Frame Prediction for Anomaly Detection â A New Baseline,Wen Liu ; Weixin Luo ; Dongze Lian ; Shenghua Gao 
828,482,Can Spatiotemporal 3D CNNs Retrace the History of 2D CNNs and ImageNet?,Kensho Hara ; Hirokatsu Kataoka ; Yutaka Satoh 
829,717,Dynamic Video Segmentation Network,Yu-Syuan Xu ; Tsu-Jui Fu ; Hsuan-Kung Yang ; Chun-Yi Lee 
830,1067,Recognize Actions by Disentangling Components of Dynamics,Yue Zhao ; Yuanjun Xiong ; Dahua Lin 
831,1924,Motion-Appearance Co-Memory Networks for Video Question Answering,Jiyang Gao ; Runzhou Ge ; Kan Chen ; Ram Nevatia 
832,2302,Learning to Understand Image Blur,Shanghang Zhang ; Xiaohui Shen ; Zhe Lin ; RadomÃ­r MÄch ; JoÃ£o P. Costeira ; JosÃ© M. F. Moura 
833,2992,Dense Decoder Shortcut Connections for Single-Pass Semantic Segmentation,Piotr Bilinski ; Victor Prisacariu 
834,3857,Generative Adversarial Image Synthesis With Decision Tree Latent Controller,Takuhiro Kaneko ; Kaoru Hiramatsu ; Kunio Kashino 
835,97,Learning a Discriminative Prior for Blind Image Deblurring,Lerenhan Li ; Jinshan Pan ; Wei-Sheng Lai ; Changxin Gao ; Nong Sang ; Ming-Hsuan Yang 
836,303,Frame-Recurrent Video Super-Resolution,Mehdi S. M. Sajjadi ; Raviteja Vemulapalli ; Matthew Brown 
837,510,Discovering Point Lights With Intensity Distance Fields,Edward Zhang ; Michael F. Cohen ; Brian Curless 
838,786,Video Rain Streak Removal by Multiscale Convolutional Sparse Coding,Minghan Li ; Qi Xie ; Qian Zhao ; Wei Wei ; Shuhang Gu ; Jing Tao ; Deyu Meng 
839,1392,Stereoscopic Neural Style Transfer,Dongdong Chen ; Lu Yuan ; Jing Liao ; Nenghai Yu ; Gang Hua 
840,2602,Multi-Frame Quality Enhancement for Compressed Video,Ren Yang ; Mai Xu ; Zulin Wang ; Tianyi Li 
841,2799,CNN Based Learning Using Reflection and Retinex Models for Intrinsic Image Decomposition,Anil S. Baslamisli ; Hoang-An Le ; Theo Gevers 
842,2914,Image Restoration by Estimating Frequency Distribution of Local Patches,Jaeyoung Yoo ; Sang-ho Lee ; Nojun Kwak 
843,3535,Latent RANSAC,Simon Korman ; Roee Litman 
844,3805,Two-Stream Convolutional Networks for Dynamic Texture Synthesis,Matthew Tesfaldet ; Marcus A. Brubaker ; Konstantinos G. Derpanis 
845,64,Towards Open-Set Identity Preserving Face Synthesis,Jianmin Bao ; Dong Chen ; Fang Wen ; Houqiang Li ; Gang Hua 
846,68,A Revised Underwater Image Formation Model,Derya Akkaynak ; Tali Treibitz 
847,362,Graph-Cut RANSAC,Daniel Barath ; JiÅÃ­ Matas 
848,1925,Temporal Deformable Residual Networks for Action Segmentation in Videos,Peng Lei ; Sinisa Todorovic 
849,2013,Weakly Supervised Action Localization by Sparse Temporal Pooling Network,Phuc Nguyen ; Ting Liu ; Gautam Prasad ; Bohyung Han 
850,3170,PoseFlow: A Deep Motion Representation for Understanding Human Behaviors in Videos,Dingwen Zhang ; Guangyu Guo ; Dong Huang ; Junwei Han 
851,3494,FFNet: Video Fast-Forwarding via Reinforcement Learning,Shuyue Lan ; Rameswar Panda ; Qi Zhu ; Amit K. Roy-Chowdhury 
852,3981,Multi-Shot Pedestrian Re-Identification via Sequential Decision Making,Jianfu Zhang ; Naiyan Wang ; Liqing Zhang 
853,330,Attend and Interact: Higher-Order Object Interactions for Video Understanding,Chih-Yao Ma ; Asim Kadav ; Iain Melvin ; Zsolt Kira ; Ghassan AlRegib ; Hans Peter Graf 
854,1258,Where and Why Are They Looking? Jointly Inferring Human Attention and Intentions in Complex Tasks,Ping Wei ; Yang Liu ; Tianmin Shu ; Nanning Zheng ; Song-Chun Zhu 
855,1761,Fully Convolutional Adaptation Networks for Semantic Segmentation,Yiheng Zhang ; Zhaofan Qiu ; Ting Yao ; Dong Liu ; Tao Mei 
856,2131,Semantic Video Segmentation by Gated Recurrent Flow Propagation,David Nilsson ; Cristian Sminchisescu 
857,3102,Interpretable Video Captioning via Trajectory Structured Localization,Xian Wu ; Guanbin Li ; Qingxing Cao ; Qingge Ji ; Liang Lin 
858,540,Deep Hashing via Discrepancy Minimization,Zhixiang Chen ; Xin Yuan ; Jiwen Lu ; Qi Tian ; Jie Zhou 
859,642,ShuffleNet: An Extremely Efficient Convolutional Neural Network for Mobile Devices,Xiangyu Zhang ; Xinyu Zhou ; Mengxiao Lin un 
860,740,Zero-Shot Recognition via Semantic Embeddings and Knowledge Graphs,Xiaolong Wang ; Yufei Ye ; Abhinav Gupta 
861,792,Referring Relationships,Ranjay Krishna ; Ines Chami ; Michael Bernstein ; Li Fei-Fei 
862,794,Improving Object Localization With Fitness NMS and Bounded IoU Loss,Lachlan Tychsen-Smith ; Lars Petersson 
863,847,End-to-End Deep Kronecker-Product Matching for Person Re-Identification,Yantao Shen ; Tong Xiao ; Hongsheng Li ; Shuai Yi ; Xiaogang Wang 
864,849,Semantic Visual Localization,Johannes L. SchÃ¶nberger ; Marc Pollefeys ; Andreas Geiger ; Torsten Sattler 
865,952,Objects as Context for Detecting Their Semantic Parts,Abel Gonzalez-Garcia ; Davide Modolo ; Vittorio Ferrari 
866,1016,End-to-End Weakly-Supervised Semantic Alignment,Ignacio Rocco ; Relja ArandjeloviÄ ; Josef Sivic 
867,1109,Dynamic Zoom-In Network for Fast Object Detection in Large Images,Mingfei Gao ; Ruichi Yu ; Ang Li ; Vlad I. Morariu ; Larry S. Davis 
868,1408,Learning Markov Clustering Networks for Scene Text Detection,Zichuan Liu ; Guosheng Lin ; Sheng Yang ; Jiashi Feng ; Weisi Lin ; Wang Ling Goh 
869,1543,Deep Reinforcement Learning of Region Proposal Networks for Object Detection,Aleksis Pirinen ; Cristian Sminchisescu 
870,1635,Beyond Holistic Object Recognition: Enriching Image Understanding With Part States,Cewu Lu ; Hao Su ; Yonglu Li ; Yongyi Lu ; Li Yi ; Chi-Keung Tang ; Leonidas J. Guibas 
871,1946,Discriminability Objective for Training Descriptive Captions,Ruotian Luo ; Brian Price ; Scott Cohen ; Gregory Shakhnarovich 
872,2089,Visual Question Answering With Memory-Augmented Networks,Chao Ma ; Chunhua Shen ; Anthony Dick ; Qi Wu ; Peng Wang ; Anton van den Hengel ; Ian Reid 
873,2114,Structure Inference Net: Object Detection Using Scene-Level Context and Instance-Level Relationships,Yong Liu ; Ruiping Wang ; Shiguang Shan ; Xilin Chen 
874,2198,Occluded Pedestrian Detection Through Guided Attention in CNNs,Shanshan Zhang ; Jian Yang ; Bernt Schiele 
875,2290,Reward Learning From Narrated Demonstrations,Hsiao-Yu Tung ; Adam W. Harley ; Liang-Kang Huang ; Katerina Fragkiadaki 
876,2541,Weakly-Supervised Semantic Segmentation Network With Deep Seeded Region Growing,Zilong Huang ; Xinggang Wang ; Jiasi Wang ; Wenyu Liu ; Jingdong Wang 
877,2979,PoTion: Pose MoTion Representation for Action Recognition,Vasileios Choutas ; Philippe Weinzaepfel ; JÃ©rÃ´me Revaud ; Cordelia Schmid 
878,3075,Bilateral Ordinal Relevance Multi-Instance Regression for Facial Action Unit Intensity Estimation,Yong Zhang ; Rui Zhao ; Weiming Dong ; Bao-Gang Hu ; Qiang Ji 
879,3259,Pulling Actions out of Context: Explicit Separation for Effective Combination,Yang Wang ; Minh Hoai 
880,3618,Dynamic Feature Learning for Partial Face Recognition,Lingxiao He ; Haiqing Li ; Qi Zhang ; Zhenan Sun 
881,4066,Exploiting Transitivity for Learning Person Re-Identification Models on a Budget,Sourya Roy ; Sujoy Paul ; Neal E. Young ; Amit K. Roy-Chowdhury 
882,4244,Deep Spatial Feature Reconstruction for Partial Person Re-Identification: Alignment-Free Approach,Lingxiao He ; Jian Liang ; Haiqing Li ; Zhenan Sun 
883,92,Every Smile Is Unique: Landmark-Guided Diverse Smile Generation,Wei Wang ; Xavier Alameda-Pineda ; Dan Xu ; Pascal Fua ; Elisa Ricci ; Nicu Sebe 
884,623,UV-GAN: Adversarial Facial UV Map Completion for Pose-Invariant Face Recognition,Jiankang Deng ; Shiyang Cheng ; Niannan Xue ; Yuxiang Zhou ; Stefanos Zafeiriou 
885,643,Cascaded Pyramid Network for Multi-Person Pose Estimation,Yilun Chen ; Zhicheng Wang g Peng ; Zhiqiang Zhang ; Gang Yu ; Jian Sun 
886,710,A Face-to-Face Neural Conversation Model,Hang Chu ; Daiqing Li ; Sanja Fidler 
887,756,End-to-End Recovery of Human Shape and Pose,Angjoo Kanazawa ; Michael J. Black ; David W. Jacobs ; Jitendra Malik 
888,1287,Squeeze-and-Excitation Networks,Jie Hu ; Li Shen ; Gang Sun 
889,2523,"Revisiting Salient Object Detection: Simultaneous Detection, Ranking, and Subitizing of Multiple Salient Objects",Md Amirul Islam ; Mahmoud Kalash ; Neil D. B. Bruce 
890,76,Context Encoding for Semantic Segmentation,Hang Zhang ; Kristin Dana ; Jianping Shi ; Zhongyue Zhang ; Xiaogang Wang ; Ambrish Tyagi ; Amit Agrawal 
891,3021,Creating Capsule Wardrobes From Fashion Images,Wei-Lin Hsiao ; Kristen Grauman 
892,3280,Webly Supervised Learning Meets Zero-Shot Learning: A Hybrid Approach for Fine-Grained Classification,Li Niu ; Ashok Veeraraghavan ; Ashutosh Sabharwal 
893,405,"Look, Imagine and Match: Improving Textual-Visual Cross-Modal Retrieval With Generative Models",Jiuxiang Gu ; Jianfei Cai ; Shafiq R. Joty ; Li Niu ; Gang Wang 
894,1289,Bidirectional Attentive Fusion With Context Gating for Dense Video Captioning,Jingwen Wang ; Wenhao Jiang ; Lin Ma ; Wei Liu ; Yong Xu 
895,2096,InLoc: Indoor Visual Localization With Dense Matching and View Synthesis,Hajime Taira ; Masatoshi Okutomi ; Torsten Sattler ; Mircea Cimpoi ; Marc Pollefeys ; Josef Sivic ; Tomas Pajdla ; Akihiko Torii 
896,2494,Towards High Performance Video Object Detection,Xizhou Zhu ; Jifeng Dai ; Lu Yuan ; Yichen Wei 
897,205,Neural Baby Talk,Jiasen Lu ; Jianwei Yang ; Dhruv Batra ; Devi Parikh 
898,242,Few-Shot Image Recognition by Predicting Parameters From Activations,Siyuan Qiao ; Chenxi Liu ; Wei Shen ; Alan L. Yuille 
899,458,Iterative Visual Reasoning Beyond Convolutions,Xinlei Chen ; Li-Jia Li ; Li Fei-Fei ; Abhinav Gupta 
900,732,Visual Question Reasoning on General Dependency Tree,Qingxing Cao ; Xiaodan Liang ; Bailing Li ; Guanbin Li ; Liang Lin 
901,809,CVM-Net: Cross-View Matching Network for Image-Based Ground-to-Aerial Geo-Localization,Sixing Hu ; Mengdan Feng ; Rang M. H. Nguyen ; Gim Hee Lee 
902,812,Revisiting Dilated Convolution: A Simple Approach for Weakly- and Semi-Supervised Semantic Segmentation,Yunchao Wei ; Huaxin Xiao ; Honghui Shi ; Zequn Jie ; Jiashi Feng ; Thomas S. Huang 
903,1356,Low-Shot Learning From Imaginary Data,Yu-Xiong Wang ; Ross Girshick ; Martial Hebert ; Bharath Hariharan 
904,1321,DoubleFusion: Real-Time Capture of Human Performances With Inner Body Shapes From a Single Depth Sensor,Tao Yu ; Zerong Zheng ; Kaiwen Guo ; Jianhui Zhao ; Qionghai Dai ; Hao Li ; Gerard Pons-Moll ; Yebin Liu 
905,12,DensePose: Dense Human Pose Estimation in the Wild,RÄ±za Alp GÃ¼ler ; Natalia Neverova ; Iasonas Kokkinos 
906,3718,Ordinal Depth Supervision for 3D Human Pose Estimation,Georgios Pavlakos ; Xiaowei Zhou ; Kostas Daniilidis 
907,374,Consensus Maximization for Semantic Region Correspondences,Pablo Speciale ; Danda P. Paudel ; Martin R. Oswald ; Hayko Riemenschneider ; Luc Van Gool ; Marc Pollefeys 
908,3232,Robust Hough Transform Based 3D Reconstruction From Circular Light Fields,Alessandro Vianello ; Jens Ackermann ; Maximilian Diebold ; Bernd JÃ¤hne 
